31880720,TRUE,9.21
33969059,FALSE,104.74
34311586,FALSE,0.58
34673164,FALSE,2.3
41596619,TRUE,0.58
41823068,TRUE,5.76
41999686,TRUE,0.58
42472447,TRUE,5.76
43055289,FALSE,3.45
46359741,FALSE,1.15
47704695,FALSE,56.4
47735201,FALSE,64156.74
48221692,FALSE,4.6
48251943,FALSE,5.76
48385830,FALSE,301.56
48486598,FALSE,6.91
48976413,FALSE,13.81
50306988,FALSE,9.21
50338865,TRUE,3.45
50555434,TRUE,216.39
50914860,TRUE,31.08
51185079,FALSE,0.58
51581521,FALSE,133.52
51749207,FALSE,343
51930566,FALSE,5.76
52566823,FALSE,4.6
52983831,FALSE,33.38
53700537,TRUE,2.3
53749895,FALSE,24.17
54064299,FALSE,943.82
54738769,FALSE,1.15
54811239,FALSE,1.15
55198221,FALSE,108.19
55328966,FALSE,232.5
58043002,FALSE,49.49
58051767,FALSE,47.19
58055105,FALSE,9.21
58064701,FALSE,5.76
58333926,TRUE,26.47
58572274,FALSE,0.58
56317174,FALSE,134.67
56452176,FALSE,0.58
56774954,FALSE,2.3
57326611,FALSE,11.51
57397440,FALSE,1.15
57407973,FALSE,6.91
57516678,FALSE,1009.43
57943425,FALSE,3.45
59278771,FALSE,32.23
59758722,FALSE,0.58
60355380,FALSE,1201.64
60574843,FALSE,47.19
60766775,FALSE,222.14
60831731,FALSE,1.15
60874661,TRUE,3371.28
61234347,FALSE,1.15
61274792,FALSE,3221.65
61498304,FALSE,69.06
61763616,TRUE,11.51
61886777,TRUE,36.83
62068109,TRUE,40.29
62313327,FALSE,1142.94
62957334,FALSE,11.51
44164749,FALSE,0.58
44755431,FALSE,2581.69
44758894,FALSE,0.58
45378493,FALSE,12.66
45442843,FALSE,0.58
49583466,FALSE,0.58
65669308,FALSE,54.1
65777704,FALSE,1062.37
68101077,TRUE,321.13
68458462,FALSE,0.58
68751439,TRUE,6.91
68773774,FALSE,3.45
68938619,FALSE,4.6
69787272,FALSE,0.58
69901379,FALSE,5.76
70589997,TRUE,62.15
70650848,FALSE,1.15
46247619,FALSE,1945.19
46869312,FALSE,5.76
47241622,FALSE,94.38
51901386,TRUE,39.13
54282951,FALSE,58.7
56218256,FALSE,26.47
56888491,FALSE,46761.68
64395424,FALSE,54.1
64413907,TRUE,3.45
66087653,FALSE,301.56
58392266,TRUE,3.45
58844149,FALSE,19.57
59078187,FALSE,0.58
60508218,TRUE,89.78
60801900,FALSE,47.19
61997645,FALSE,5.76
62055783,TRUE,441.98
66235657,TRUE,300.41
66407123,FALSE,23.02
66602662,TRUE,3.45
66840108,FALSE,8.06
62440336,FALSE,8362.02
63212385,FALSE,264.73
64237179,FALSE,623.84
64387251,FALSE,374.08
67529687,TRUE,410.91
68321264,FALSE,88.63
68701979,FALSE,2.3
70148149,FALSE,10.36